food_group_id,country,project,food_article_0,food_article_1,food_article_2,food_article_3,food_article_4,food_article_5,food_article_6,food_article_7,food_article_8,food_article_9,food_article_10,food_article_11,food_article_12,food_article_13,food_article_14,food_article_15,food_article_16,food_article_17,food_article_18,food_article_19,food_article_20,food_article_21,food_article_22,food_article_23,food_article_24,food_article_25,food_article_26,food_article_27,food_article_28,food_article_29,food_article_30,food_label_0,food_label_1,food_label_2,food_label_3,food_label_4,food_label_5,food_label_6,food_label_7,food_label_8,food_label_9,food_label_10,food_label_11,food_label_12,food_label_13,food_label_14,food_label_15,food_label_16,food_label_17,food_label_18,food_label_19,food_label_20,food_label_21,food_label_22,food_label_23,food_label_24
kmeans_augmented_c1_g15,1,food,Spaghetti,Macaron,Peking duck,Coq au vin,Buffet,Chopsticks,Meringue,Chicken Kiev,Tea in the United Kingdom,Flour,American cheese,Horse meat,Chateaubriand steak,Pastel de nata,Potato pancake,Blush,Brunch,Sandwich,Turkish cuisine,Kimchi,Poultry,Evaporated milk,Goat,French cuisine,Burns supper,Bain-marie,Tea (meal),Lutefisk,Poached egg,Spaghetti alla puttanesca,Zongzi,beef,served,,dish,cheese,range,meat,sugar,abalone,cuisine by country,preparation,occur,bread,salmon,dishes,,cuisine,cooked,cuisine,cuisine by region,culture by country,food and drink by country,traditional,sea,pork
kmeans_plain_c5_g4,5,food,Amuse-bouche,Brunch,Lo mein,Pumpernickel,Fettuccine Alfredo,Tabasco sauce,Graham cracker,Hairstyle,Bain-marie,Chicago-style pizza,Mince pie,Hot dog,Fudge,Tandoori chicken,Cooking,Beef,Medieval cuisine,Al pastor,Herbes de Provence,Manchego,Panini (sandwich),Christmas dinner,Cast-iron cookware,Condensed milk,Waffle,Hors d'oeuvre,Sourdough,Dolma,Baked beans,Pho,Lard,cuisine by country,dishes,occur,abalone,preparation,cuisine,culture by country,traditional,beef,cooked,cuisine by region,bread,sugar,cheese,dish,,sea,,cuisine,pork,salmon,range,food and drink by country,served,meat
kmeans_augmented_c0_g5,0,food,Ajinomoto,Dairy,Saccharin,Milk,Environmental impact of meat production,Gluten-free diet,Healthy diet,Agriculture,Curcumin,Pectin,Coffee bean,Benzaldehyde,Genetically modified food controversies,Unsaturated fat,Coffee,Almond milk,Hemp oil,FODMAP,Casein,Menthol,Blush,Sorbitol,Kala namak,Nutrient,Gluten,Genetic engineering,Fructose,Food preservation,Pasteurization,Botulism,Microwave oven,health,food,carbohydrate,protein,health,intake,nutrition,food politics,effects,processing,operate,canada,,studies,food additives,increase,organic compound,offer,diet,start,chemical formula,,acid,food and drink,beverage
kmeans_augmented_c3_g22,3,food,Horlicks,Dairy Queen,Coca-Cola,Colonel Sanders,Quaker Oats Company,Cargill,Kit Kat,Coca-Cola formula,Gmail,Candy,Fast food restaurant,"Mars, Incorporated",SunTrust Banks,Hardee's,Chick-fil-A,PepsiCo,Super Size Me,San Miguel Corporation,Heinz,Convenience store,Panera Bread,Hungry Jack's,Trader Joe's,TripAdvisor,Buc-ee's,History of KFC,Meijer,Panda Express,Ovaltine,Cadbury,Quality Street (confectionery),cultivate,company,brand,early,brands,soft drink,chain,white,brands,united kingdom,,the coca-cola company,juice,food and drink companies by year of establishment,green,locations,united states,marketing,operations,stores,united,food product brands,companies by industry and year of establishment,establishments in the united states by year,fast food
LDA_c5_g18,5,food,"Bureau of Alcohol, Tobacco, Firearms and Explosives",SunTrust Banks,Cargill,Marmite,Red Bull,Fanta,Evaporated milk,Kellogg's,Oreo,Cadbury,Frappuccino,Morrisons,A2 milk,Dunkin' Donuts,Jimmy John's,Yakult,Panera Bread,Coca-Cola Enterprises,Albertsons,Plastic bag,Ajinomoto,Computer Science,Restaurant Brands International,Frito-Lay,Anheuser-Busch InBev,Breakfast cereal,AGA cooker,San Miguel Corporation,Quaker Oats Company,Archer Daniels Midland,Agriculture,sell,united,soft drink,products,stores,brands,product,the coca-cola company,brand,,food product brands,brands by company,,business,supermarket,company,coca-cola,market,,brands,,companies by year of establishment,,food and drink companies by country,united kingdom
kmeans_augmented_c0_g34,0,food,Gelatin,Organic food,Genetically modified food controversies,George Washington Carver,Quorn,Maple syrup,Spirulina (dietary supplement),Honey,Ajinomoto,Veganism,Food security,Nutrition,Nutrient,Freeze-drying,Unsaturated fat,Kombucha,Ajinomoto,Sugar substitute,Vitamin C,Acetic acid,Maillard reaction,Dietary supplement,Vitamin E,Ethylenediaminetetraacetic acid,Sugar beet,Food preservation,Vitamin,Potassium nitrate,Starch,FODMAP,,food politics,canada,food and drink,studies,protein,,nutrition,chemical formula,health,intake,operate,diet,increase,acid,beverage,processing,start,offer,carbohydrate,organic compound,food additives,effects,food,health,
LDA_c6_g7,6,food,Macrobiotic diet,Pinot gris,Paleolithic diet,Food pyramid (nutrition),Foodborne illness,Vitamin E,Molasses,Genetically modified crops,Lactose,Curcumin,Scoville scale,Agar,Starch,Atkins diet,Margarine,Poultry,Red meat,Lactic acid,Grapefruit–drug interactions,Food security,Baking powder,Burgundy wine,Organic food,Cooking oil,Urdu,Nutrient,Sauvignon blanc,Junk food,Mineral (nutrient),Kombucha,Maillard reaction,,health,proteins,effects,use,food politics,levels,carbohydrate,food and drink,,food,wine,grapes,produce,vineyards,high,,organic compound,protein,studies,branches of biology,increased,nutrition,diet,water
kmeans_plain_c1_g11,1,food,Schweppes,Vending machine,Carl's Jr.,Kraft Foods,Smarties,Carl's Jr.,Hardee's,Mars (chocolate bar),Bovril,Cracker Barrel,In-N-Out Burger,Panera Bread,The Great Atlantic & Pacific Tea Company,Diet Coke,Unilever,Aldi,Nolan Bushnell,Five Guys,Fast food,Computer Science,Restaurant Brands International,Hershey Creamery Company,Cargill,Cracker Barrel,Milkshake,Wegmans,Trader Joe's,Super Size Me,White Castle (restaurant),Starburst (confectionery),Outback Steakhouse,united,company,united states,operations,locations,stores,juice,marketing,cultivate,united kingdom,establishments in the united states by year,companies by industry and year of establishment,soft drink,the coca-cola company,early,green,fast food,brands,brands,food and drink companies by year of establishment,chain,white,food product brands,,brand
kmeans_augmented_c3_g24,3,food,Safeway Inc.,Lipton,Nespresso,Quality Street (confectionery),Tim Horton,Smarties,Chuck E. Cheese's,Doritos,Billy Mitchell (video game player),Carl's Jr.,Heinz,Domino's Pizza,Jack in the Box,TripAdvisor,Aldi,Asda,Moxie,Fanta,Chiquita Brands International,Hairstyle,KFC,Taco Bell,Frappuccino,Bovril,Nestlé,Chipotle Mexican Grill,7 Up,Maggi,Sonic Drive-In,Fast food,Diet Coke,united states,brand,food product brands,green,establishments in the united states by year,,brands,cultivate,food and drink companies by year of establishment,companies by industry and year of establishment,united kingdom,marketing,company,stores,chain,the coca-cola company,operations,early,brands,locations,united,juice,fast food,white,soft drink
kmeans_augmented_c4_g14,4,food,Winemaking,Prohibition in the United States,Lager,Amaro (liqueur),Aperol,Amarone,Chardonnay,"Bureau of Alcohol, Tobacco, Firearms and Explosives",Painting,Pinot noir,Drambuie,Margarita,Malbec,Akvavit,Aperol Spritz,Fireball Cinnamon Whisky,Apéritif and digestif,Budweiser,Beer,Coors Brewing Company,Aguardiente,Malt liquor,Sommelier,Ceres (mythology),Sake,Juniper berry,Pinot gris,Cosmopolitan (cocktail),Baileys Irish Cream,Absolut Vodka,Bitters,wines,,fermented drinks,produced,alcoholic drinks by country,,brewery,alcohol,grapes,episode,alcoholic drinks,alcohol,take,bottle,,wine,beers,cocktail,place,new york,,wine,describe,beer,alcoholic beverage
kmeans_augmented_c2_g6,2,food,Cheers,Leah Chase,AGA cooker,Home economics,Anne Burrell,Leah Chase,Hairy Bikers,Space Needle,MasterChef Australia,Hairstyle,Duff Goldman,Jessica Seinfeld,Iron Chef,Nigella Lawson,Ramsay's Kitchen Nightmares,Heston Blumenthal,Anne Burrell,Coyote Ugly (film),B. Smith,Gordon Ramsay,The Fat Duck,Auguste Escoffier,The Great British Bake Off,Alice (TV series),Rachael Ray,Keith Floyd,Marcus Wareing,Cafeteria,Alice (TV series),Thomas Keller,Aarón Sanchez,chef,people,food network,work,london,births by decade,street,german,opened,,restaurant,kitchen,years,20th-century births,,california,survivors,celebrity chef,,new york city,note,make,award,greek,
kmeans_augmented_c3_g17,3,food,Campbell Soup Company,Starburst (confectionery),Fanta,Waffle House,White Castle (restaurant),Ronald McDonald,Painting,Stop & Shop,Jimmy John's,Chuck E. Cheese's,H-E-B,Kellogg's,Gary Vaynerchuk,Breakfast cereal,7-Eleven,Yum! Brands,Burger King,Frito-Lay,Kraft Foods,Kool-Aid,Howard Johnson's,KFC,Cadbury Dairy Milk,Monster Energy,Hershey Creamery Company,Darden Restaurants,Heinz,Max Headroom (character),Jollibee,Bovril,McDonald's,company,early,companies by industry and year of establishment,juice,the coca-cola company,food and drink companies by year of establishment,establishments in the united states by year,food product brands,fast food,united states,united,brands,,green,united kingdom,stores,locations,soft drink,cultivate,operations,chain,marketing,brand,brands,white
kmeans_augmented_c3_g10,3,food,Oreo,Hardee's,General Mills,Braces,Trader Joe's,Milkshake,Tyson Foods,Maggi,3 Musketeers (chocolate bar),Nespresso,Lipton,Liebeck v. McDonald's Restaurants,Ronald McDonald,Vegemite,Hershey Creamery Company,Ben & Jerry's,SunTrust Banks,Arby's,Fast food restaurant,Cadbury Creme Egg,H-E-B,The Coca-Cola Company,Jack in the Box,Chuck E. Cheese's,Doritos,Fast food,Soft drink,Howard Johnson's,Cadbury Dairy Milk,Mondelez International,Coca-Cola formula,food product brands,operations,juice,cultivate,the coca-cola company,united states,brands,united,stores,locations,marketing,,company,establishments in the united states by year,early,companies by industry and year of establishment,food and drink companies by year of establishment,brand,fast food,brands,united kingdom,green,white,chain,soft drink
kmeans_augmented_c1_g39,1,food,Meat,Polish cuisine,Bain-marie,Aioli,Brunch,Borscht,Sushi,Peking duck,Dog meat,Oven,Turkish coffee,Marmalade,Mustard (condiment),Salad,Nathan's Hot Dog Eating Contest,Gelato,Spanish cuisine,Pasta,Urdu,Corn dog,Medieval cuisine,Beignet,Fried chicken,Balsamic vinegar,Cast-iron cookware,Treacle,Roti,Grilling,Curry,Japanese tea ceremony,Cheesecake,occur,dish,,traditional,sugar,,beef,preparation,culture by country,bread,sea,range,cooked,cuisine by region,pork,food and drink by country,dishes,salmon,meat,abalone,cuisine,cheese,cuisine by country,served,cuisine
kmeans_plain_c4_g11,4,food,Fishing,Guinea pig,Squid as food,Mussel,Grouper,Japanese spider crab,Cod,Atlantic salmon,Algae,Dromedary,Prawn,Aquaculture,Tilapia,Cuttlefish,Guinea pig,Snail,Guinea pig,Fishing,Mantis shrimp,Seaweed,Common pheasant,Herring,Mantis shrimp,Fugu,Yellowfin tuna,Conch,Camel,Shrimp,Atlantic cod,Geoduck,,fishing industry,,,salt,fishing,,fishing,crustacean,sea,females,mollusc,animal-based seafood,fisheries,fish,primary industries,cake,soup,,waters,atlantic ocean,,species,vegetable,fry,seafood
kmeans_augmented_c1_g35,1,food,Arepa,Capocollo,Peanut butter and jelly sandwich,Manchego,Salad,American cheese,Portuguese cuisine,Thousand Island dressing,Injera,Dim sum,Tandoori chicken,Egg foo young,Chutney,Flour,Instant noodle,Beef aging,Pasta,Potato pancake,Marmite,Poblano,Welsh rarebit,"Meal, Ready-to-Eat",Pastel de nata,Beef,Doughnut,Barbecue,Mathematical Statistics,Baking,Ganache,Marinara sauce,Scrapple,beef,abalone,cuisine,traditional,served,cuisine,cheese,culture by country,sugar,dishes,,,bread,meat,preparation,sea,pork,cuisine by region,food and drink by country,cooked,cuisine by country,salmon,occur,dish,range
kmeans_augmented_c6_g33,6,food,Acorn,Pear,Pineapple,Broccoli,Blackberry,Guarana,Wheat,Spelt,Scoville scale,Echinacea,Nelumbo nucifera,Melon,Wasabi,Tamarind,Shiitake,Sassafras,Adansonia,Persimmon,Peach,Drupe,Chicory,Urtica dioica,Blush,Vicia faba,Ficus,Fennel,Buckwheat,Cannabis,Quinoa,Thyme,Pitaya,edible plants,plants,dessert,,cultivation,plant products,plants and humans,version,tree,plant,,leaves,genus,seeds,flowers,cultivar,cultivars,preparation,flora by continent,,fruit,types of food,cooking,flowering plant,potato
LDA_c2_g19,2,food,Carbonara,Sesame oil,Fugu,Painting,Hollandaise sauce,Lassi,Mediterranean cuisine,Panini (sandwich),Dosa,Meatloaf,Chili pepper,Jerky,Mung bean,Chinese cuisine,Spaghetti alla puttanesca,Lunch,Indian cuisine,Spanish cuisine,Horseradish,Ketchup,Fondue,Italian cuisine,Allspice,Gumbo,Potato chip,Rutabaga,Tofu,Butter chicken,Spaghetti,Pickled cucumber,Polenta,cuisine by country,,ingredients,cuisine by continent,served,dish,food,cooked,pork,rice,,,dishes,beef,culture by country,serve,meat,cheese,cuisine,bread,,food and drink by country,call,preparation,cuisine
LDA_c2_g16,2,food,Paella,Mung bean,Marinara sauce,Bread,Fondue,Cupcake,Idli,Blush,Poblano,Wiener schnitzel,Bird's eye chili,Pork,Iranian cuisine,Gyro (food),Chicken as food,Sandwich,Salad,Salami,Barbecue sauce,Turmeric,Baked beans,Bagel,Herbes de Provence,Tofu,Crème fraîche,Pumpkin,Chili con carne,Baking,Sesame oil,Annatto,Dolma,culture by country,,beef,cuisine,cooked,rice,ingredients,serve,dish,,pork,food and drink by country,dishes,cuisine,served,meat,bread,,cuisine by country,cheese,cuisine by continent,,food,call,preparation
kmeans_augmented_c5_g8,5,food,Seafood,Arctic char,Seaweed,Catfish,Surimi,Crab,Geoduck,Bass (fish),Tetraodontidae,Abalone,Mantis shrimp,Rainbow trout,Caviar,Bushmeat,Japanese spider crab,Silkie,Mussel,Geoduck,Tuna,Computer Science,Squid as food,Krill,Conch,Sturgeon,Arctic char,Prawn,Ambergris,Atlantic cod,Fishing,Beefalo,Atlantic salmon,vegetable,fry,soup,sea,animal-based seafood,fishing industry,seafood,waters,cake,salt,primary industries,species,fisheries,females,fishing,atlantic ocean,,,fish,crustacean,,mollusc,fishing,,
kmeans_plain_c3_g0,3,food,Fireball Cinnamon Whisky,Cabernet Sauvignon,Burgundy wine,Riesling,Alcohol proof,Stout,Jameson Irish Whiskey,Aperol Spritz,Gin,Whisky,Ginger ale,Temperance movement,Amarone,Eggnog,Naruto,Bar,Jack Daniel's,Hops,Wheat beer,Sommelier,Baileys Irish Cream,Drambuie,Merlot,Jim Beam,Moonshine,Tequila Sunrise (cocktail),Moët & Chandon,Dionysus,Brix,History of beer,Drink,place,brewery,alcoholic drinks by country,episode,alcohol,,cocktail,,alcoholic beverage,beer,beers,alcoholic drinks,alcohol,,,describe,wines,produced,fermented drinks,wine,bottle,take,wine,new york,grapes
LDA_c2_g14,2,food,Soy sauce,Ginger,Blush,Confectionery,Pudding,Allspice,Cheesecake,Tabasco sauce,Meatloaf,Grilling,Gnocchi,Irish cuisine,Aioli,Tapas,Capocollo,Mustard (condiment),Gelato,Ganache,Medieval cuisine,Bacon,Lunch,Illicium verum,Crêpe,Béarnaise sauce,Chutney,Parsley,Balut (food),Mulled wine,Century egg,Zucchini,Beef Wellington,serve,dish,call,served,culture by country,food,pork,ingredients,bread,cuisine by continent,cuisine,cheese,dishes,,,cuisine by country,,rice,cooked,meat,preparation,beef,cuisine,,food and drink by country
kmeans_augmented_c3_g5,3,food,Last meal,The Great Atlantic & Pacific Tea Company,McDonald's,Kellogg's,Jared Fogle,Wegmans,Smarties,KFC,Unilever,Milkshake,Tim Hortons,Heart Attack Grill,Irn-Bru,Krispy Kreme,Tim Horton,Lipton,Vegemite,Waffle House,Frappuccino,Corn flakes,Hard Rock Cafe,Denny's,Big Mac,Taco Bell,Fast food,Mathematical Statistics,Publix,Coca-Cola formula,Vending machine,Darden Restaurants,Barney Rubble,brands,brands,,company,united states,locations,the coca-cola company,food product brands,cultivate,stores,operations,fast food,soft drink,marketing,juice,white,united kingdom,companies by industry and year of establishment,establishments in the united states by year,united,chain,brand,green,food and drink companies by year of establishment,early
LDA_c2_g13,2,food,Sashimi,Chowder,Goat meat,Indian cuisine,Painting,American cuisine,Babka (cake),Falafel,Baked Alaska,Poached egg,Tandoori chicken,Japanese cuisine,Peanut butter and jelly sandwich,Italian cuisine,Russian cuisine,Peruvian cuisine,Fettuccine Alfredo,Andouille,Lamb and mutton,Poi (food),Peanut butter,Panini (sandwich),Sweet corn,Fudge,Pizza,Noodle,Deep frying,Potato pancake,Paratha,Al dente,Lutefisk,pork,food and drink by country,cuisine,dish,cheese,preparation,beef,served,cuisine by continent,cuisine by country,food,cuisine,bread,dishes,,rice,ingredients,call,,,serve,culture by country,cooked,meat,
kmeans_augmented_c4_g9,4,food,Brandy,Aguardiente,Caesar (cocktail),Computer Science,Buckfast Tonic Wine,Sake,Syrah,United Spirits,Bellini (cocktail),Amaro (liqueur),Reinheitsgebot,Pale ale,Arnold Palmer (drink),Ginger ale,Guinness,Shot glass,Alcohol proof,Prosecco,Pisco sour,Martini (cocktail),Wassail,Pulque,Alcoholic drink,Tom Collins,Jägermeister,Riesling,Gin,Demeter,Cocktail,Diageo,Absolut Vodka,wine,new york,alcoholic drinks by country,alcohol,fermented drinks,produced,describe,alcoholic beverage,brewery,grapes,wine,alcohol,bottle,place,beers,,episode,take,,,alcoholic drinks,cocktail,wines,beer,
kmeans_plain_c5_g9,5,food,Breakfast,Spam (food),Century egg,Gelato,Mooncake,Kebab,Eggs Benedict,Mustard (condiment),Ham,Urdu,Sandwich,Lamb and mutton,Gnocchi,Spaghetti alla puttanesca,Peruvian cuisine,Chicken as food,Pemmican,Toast sandwich,Italian cuisine,Rutabaga,Baked beans,Baklava,Polish cuisine,Australian cuisine,Ice cream,Fried chicken,Tabasco sauce,Kashrut,Air fryer,Welsh rarebit,Noodle,cuisine by region,cuisine,traditional,sugar,preparation,pork,range,,culture by country,cheese,cuisine by country,dish,salmon,food and drink by country,sea,occur,cuisine,dishes,,beef,meat,abalone,bread,served,cooked
kmeans_plain_c4_g7,4,food,Atlantic salmon,Shrimp,Braces,Rabbit,Haddock,Mantis shrimp,Ambergris,Beluga (sturgeon),Abalone,Sea cucumber,Atlantic cod,Krill,Snail,Fish,Sashimi,Grasshopper,Beefalo,Salmon,Common pheasant,Fishing,Herring,Cicada,Seaweed,Fish farming,Seafood,Squid,Conch,Caviar,Cuttlefish,Lobster,Mussel,salt,fisheries,fry,sea,waters,fishing,cake,animal-based seafood,,fishing,species,seafood,soup,,,atlantic ocean,fishing industry,primary industries,vegetable,mollusc,,fish,,crustacean,females
kmeans_augmented_c1_g7,1,food,Mozzarella,Beef bourguignon,Meatloaf,Idli,Horse meat,Irish cuisine,Flour,Chili con carne,Ketchup,American cheese,Cappuccino,Turkish coffee,Chutney,Lutefisk,Cheesecake,Capocollo,Welsh rarebit,Turkish cuisine,Golden syrup,Chicken as food,Danish cuisine,Thousand Island dressing,Domestic pig,Manchego,Mathematical Statistics,History of the hamburger,Couscous,Espresso,Ramen,Cheddar cheese,Bangers and mash,culture by country,dishes,cuisine,bread,dish,cuisine by country,range,abalone,occur,,preparation,sea,traditional,cuisine by region,salmon,cooked,served,beef,cheese,sugar,food and drink by country,pork,meat,,cuisine
kmeans_plain_c5_g10,5,food,Blush,Dog meat,Bubble tea,Fried chicken,Chili con carne,Sausage,Pudding,Fudge,Cupcake,Samosa,Evaporated milk,Brioche,Israeli cuisine,Turkish coffee,Tempeh,Irish cuisine,Types of cheese,Soy sauce,Steak,Chopsticks,Chicago-style pizza,Yolk,Ethiopian cuisine,Carbonara,Pizza,Cappuccino,Cast-iron cookware,Graham cracker,Andouille,Pumpernickel,HP Sauce,abalone,dish,cuisine,pork,culture by country,sea,cuisine,occur,bread,cooked,dishes,salmon,served,beef,traditional,food and drink by country,cheese,cuisine by region,cuisine by country,sugar,preparation,,range,,meat
kmeans_plain_c6_g13,6,food,Green bean,Tannin,Strawberry,Theobroma cacao,Vanilla,Cochineal,Sugar-apple,Vicia faba,Rosemary,Allspice,Berry,Lutein,Gmail,Maize,Bay leaf,Gros Michel banana,Poppy seed,Pear,Kudzu,Cranberry,Cherry,New Mexico chile,Portulaca oleracea,Salvia officinalis,Onion,Almond,Potato,Cannabis,Meyer lemon,Lettuce,Bird's eye chili,flora by continent,leaves,flowering plant,edible plants,preparation,types of food,,version,plants,flowers,,potato,seeds,plant products,dessert,,plants and humans,plant,cultivation,cultivars,genus,cultivar,cooking,fruit,tree
LDA_c5_g1,5,food,Tyson Foods,The Hershey Company,Gmail,Aldi,Baskin-Robbins,Arnold Palmer (drink),Kraft Foods Inc.,"Bureau of Alcohol, Tobacco, Firearms and Explosives",HP Sauce,Anheuser-Busch InBev,Dairy,Coors Brewing Company,Asda,Cheddar cheese,Convenience store,Yakult,Ben & Jerry's,Gatorade,Hershey Creamery Company,Thums Up,Maple syrup,"Mars, Incorporated",Dole Food Company,Krispy Kreme,Energy drink,Kraft Foods,Maggi,Horlicks,Woolworths Supermarkets,Archer Daniels Midland,Darden Restaurants,united,,coca-cola,brands,food product brands,supermarket,the coca-cola company,,,brand,stores,company,products,,united kingdom,soft drink,brands by company,companies by year of establishment,brands,business,,sell,product,food and drink companies by country,market
kmeans_augmented_c5_g1,5,food,Snakehead (fish),Grouper,Yellowfin tuna,Krill,Coconut crab,Blush,Abalone,Sturgeon,Mussel,Aquaculture,Caviar,Arctic char,Crab,Mantis shrimp,Shrimp,Tilapia,Surimi,Fish farming,Wild boar,Rabbit,Fish,Catfish,Fishing,Silkie,Snail,Grasshopper,Beluga (sturgeon),Fugu,Prawn,Beefalo,Salmon,crustacean,atlantic ocean,species,,seafood,waters,females,salt,,cake,animal-based seafood,fisheries,,fry,primary industries,fish,sea,fishing industry,fishing,soup,vegetable,mollusc,,,fishing
LDA_c1_g38,1,food,Avocado,Synsepalum dulcificum,Brazil nut,Arctic char,Edible mushroom,Phyllanthus emblica,Hazelnut,Lobster,Radish,Saffron,Tilapia,Moringa oleifera,Aegle marmelos,Sea cucumber,Muskmelon,Shrimp,Oryza sativa,Bitter orange,Pear,Cruciferous vegetables,Hairstyle,Krill,Sugarcane,Carnauba wax,Sumac,Rhubarb,Vaccinium vitis-idaea,Japanese spider crab,Tuna,Garlic,Citron,types of food,,leaves,plant,,family ,,fruit,flowering plant,ethnobotany,seeds,edible plants,specie,species,,seed,,,grow,plants,,genus,cultivation,flora by continent,plants and humans
kmeans_augmented_c1_g34,1,food,Nachos,Evaporated milk,Danish cuisine,Cookie,Baklava,Zongzi,Cast-iron cookware,Pork,Fish sauce,Oatmeal,Bread,Herbes de Provence,Australian cuisine,Charcuterie,Tea (meal),Cooking,Doneness,Goat,Fruit preserves,Hamburger,Hummus,Korean cuisine,Computer Science,Papadum,Wheat gluten (food),Dessert,Graham cracker,Challah,Al dente,Caesar salad,Types of cheese,pork,food and drink by country,cuisine by country,,traditional,preparation,,cheese,range,culture by country,cuisine by region,sugar,dishes,beef,served,occur,dish,cuisine,salmon,bread,cooked,abalone,meat,cuisine,sea
kmeans_plain_c2_g8,2,food,B. Smith,Chez Panisse,Alton Brown,Sideways,Barney Rubble,Kitchen Nightmares,Guy Fieri,Coyote Ugly (film),Julia Child,Paula Deen,Chef,Mary Berry,Ramsay's Kitchen Nightmares,Ina Garten,Painting,Sophie Dahl,Gentlemen's club,Gregg Wallace,Keith Floyd,Flat white,Hairy Bikers,Anthony Bourdain,Space Needle,Leah Chase,Home economics,Cheers,The Fat Duck,Heston Blumenthal,Marcus Wareing,Christina Tosi,Rachael Ray,people,work,award,california,chef,food network,years,20th-century births,,opened,street,new york city,births by decade,restaurant,greek,,german,london,victims,celebrity chef,note,make,,,kitchen
kmeans_plain_c1_g1,1,food,Coca-Cola formula,Big Mac,Morrisons,Panera Bread,Snickers,Wegmans,Safeway Inc.,7 Up,Campbell Soup Company,Schweppes,Carl's Jr.,Supermarket,Breakfast cereal,"Mars, Incorporated",Coca-Cola,Milkshake,Ovaltine,Online food ordering,Hershey Creamery Company,PepsiCo,Howard Johnson's,Candy,Ranch,Braces,Kit Kat,Restaurant Brands International,Nolan Bushnell,Billy Mitchell (video game player),Aldi,White Castle (restaurant),Horlicks,united kingdom,locations,early,brand,food and drink companies by year of establishment,,cultivate,companies by industry and year of establishment,chain,brands,united states,marketing,brands,stores,soft drink,establishments in the united states by year,green,the coca-cola company,company,white,operations,juice,united,fast food,food product brands
LDA_c2_g24,2,food,Biscuit,Fettuccine Alfredo,Tabasco sauce,Naruto,Falafel,Grits,Crêpe,Turmeric,Yuzu,Brioche,Sausage,Apple pie,Borscht,Butter,Zucchini,Doneness,Irish cuisine,Cookie,Chayote,Arab cuisine,Paella,Fish and chips,Beef bourguignon,Baklava,Black garlic,Ham,Couscous,Spice,Dim sum,Delicatessen,Ethiopian cuisine,rice,cuisine,cuisine by country,,beef,meat,preparation,cuisine by continent,culture by country,food and drink by country,bread,cheese,food,pork,ingredients,served,call,,serve,cuisine,,dishes,,cooked,dish
kmeans_plain_c0_g27,0,food,Soybean,Cooking oil,Nutrient,Fructose,Theophylline,Golden rice,Plant nutrition,Decomposition,Stevia,The China Study,Monosodium glutamate,Vegetarianism,Kombucha,Infant formula,Butter,Phosphoric acid,Borax,Molasses,Sodium bicarbonate,Gmail,Acetone,Starch,Peanut butter,Maltose,Beta-Carotene,Kala namak,Agriculture,Oligosaccharide,Halite,Carnauba wax,Lactic acid,acid,processing,canada,intake,beverage,health,nutrition,start,operate,,carbohydrate,increase,food politics,diet,effects,,studies,food,chemical formula,food and drink,offer,food additives,organic compound,protein,health
kmeans_plain_c0_g17,0,food,Blush,Trans fat,Dietary fiber,Liver,Dry ice,Saccharin,Orange juice,Golden rice,Sugar,Fermentation,Cereal,Ketogenic diet,Ethyl acetate,Palm oil,Capsaicin,Ajinomoto,Yeast,Benzaldehyde,Xanthan gum,Glycine,Decaffeination,Dietary supplement,Organic food,Almond milk,Vitamin,Sugar beet,Astaxanthin,Alum,Nutrition facts label,Organic farming,Carnauba wax,intake,processing,carbohydrate,food politics,diet,,protein,start,acid,operate,nutrition,food additives,food,beverage,studies,health,increase,,canada,food and drink,offer,organic compound,chemical formula,effects,health
LDA_c6_g21,6,food,Quinine,Healthy diet,Wheat,Earbuds,Poultry,Infant formula,Sugar substitute,Gelatin,Hazard analysis and critical control points,Kala namak,Menthol,Organic farming,Acesulfame potassium,Dietary supplement,Magnesium,Palm oil,Lactic acid,Apple cider vinegar,Food irradiation,Unsaturated fat,The China Study,Bordeaux wine,Agar,Lactose,Brix,Cereal,Cooking,Yeast,Gluten,Inedia,Plant nutrition,wine,grapes,increased,food and drink,proteins,food politics,produce,food,branches of biology,vineyards,,water,nutrition,organic compound,health,carbohydrate,studies,protein,levels,use,diet,effects,,,high
kmeans_plain_c5_g42,5,food,Salami,Halva,Air fryer,Arepa,Lamb and mutton,Idli,Curry,Casu marzu,Charcuterie,Danish cuisine,Graham cracker,Marmalade,Turkish cuisine,French fries,Chinese cuisine,"Meal, Ready-to-Eat",Goat meat,Instant noodle,Amuse-bouche,Ethiopian cuisine,Sauerkraut,History of the hamburger,Aspic,Medieval cuisine,Dessert,Steak,Turkish delight,Last Supper,Barbecue,Gmail,Chicken Kiev,dishes,bread,pork,sea,cuisine,range,traditional,sugar,dish,occur,preparation,cheese,food and drink by country,,abalone,cooked,cuisine by country,cuisine,meat,beef,served,,culture by country,cuisine by region,salmon
